datetime,load_mw,month,year
2024-01-21T01:00:00.000-0500,1992.618,1,2024
2024-01-21T02:00:00.000-0500,1943.099,1,2024
2024-01-21T03:00:00.000-0500,1921.282,1,2024
2024-01-21T04:00:00.000-0500,1912.613,1,2024
2024-01-21T05:00:00.000-0500,1917.676,1,2024
2024-01-21T06:00:00.000-0500,1958.814,1,2024
2024-01-21T07:00:00.000-0500,2025.64,1,2024
2024-01-21T08:00:00.000-0500,2105.991,1,2024
2024-01-21T09:00:00.000-0500,2188.649,1,2024
2024-01-21T10:00:00.000-0500,2228.867,1,2024
2024-01-21T11:00:00.000-0500,2234.374,1,2024
2024-01-21T12:00:00.000-0500,2228.293,1,2024
2024-01-21T13:00:00.000-0500,2203.546,1,2024
2024-01-21T14:00:00.000-0500,2173.93,1,2024
2024-01-21T15:00:00.000-0500,2179.381,1,2024
